Date,Open,High,Low,Close,Adj Close,Volume
2019-12-02,33.450001,33.750000,33.340000,33.430000,33.037678,47158800
2019-12-03,32.869999,32.900002,32.549999,32.840000,32.454597,58745100
2019-12-04,33.080002,33.299999,32.849998,33.150002,32.760963,46637900
2019-12-05,33.160000,33.220001,33.000000,33.090000,32.880199,38304500
2019-12-06,33.680000,33.799999,33.570000,33.669998,33.456520,50908500
2019-12-09,33.500000,33.700001,33.439999,33.509998,33.297535,32974500
2019-12-10,33.400002,33.630001,33.299999,33.529999,33.317410,41960100
2019-12-11,33.480000,33.759998,33.480000,33.639999,33.426712,43107800
2019-12-12,33.779999,34.810001,33.680000,34.680000,34.460121,64942500
2019-12-13,34.689999,34.959999,34.349998,34.439999,34.221642,48539600
2019-12-16,34.950001,35.090000,34.700001,34.700001,34.479992,50777100
2019-12-17,34.849998,35.270000,34.740002,35.040001,34.817837,50840500
2019-12-18,35.110001,35.270000,35.049999,35.110001,34.887394,48757900
2019-12-19,35.150002,35.230000,34.889999,34.950001,34.728409,45409500
2019-12-20,35.240002,35.240002,34.910000,34.959999,34.738342,109395500
2019-12-23,35.040001,35.189999,34.950001,35.169998,34.947010,33995400
2019-12-24,35.189999,35.279999,35.119999,35.220001,34.996696,13805400
2019-12-26,35.320000,35.560001,35.290001,35.520000,35.294796,26992100
2019-12-27,35.700001,35.720001,35.259998,35.349998,35.125870,28111300
2019-12-30,35.570000,35.650002,35.090000,35.150002,34.927143,30705100
2019-12-31,35.029999,35.259998,34.970001,35.220001,34.996696,29630100
2020-01-02,35.349998,35.660000,35.290001,35.639999,35.414032,37614200
2020-01-03,34.980000,35.150002,34.759998,34.900002,34.678726,50357900
2020-01-06,34.410000,34.900002,34.369999,34.849998,34.629040,42185000
2020-01-07,34.700001,34.919998,34.529999,34.619999,34.400497,34149000
2020-01-08,34.570000,35.189999,34.549999,34.970001,34.748283,45311600
2020-01-09,35.299999,35.330002,34.939999,35.029999,34.807899,39861600
2020-01-10,35.000000,35.070000,34.660000,34.740002,34.519741,39730400
2020-01-13,34.840000,35.070000,34.660000,35.060001,34.837711,37956100
2020-01-14,35.299999,35.669998,35.110001,35.320000,35.096062,66719300
2020-01-15,34.770000,34.790001,34.340000,34.669998,34.450180,74745500
2020-01-16,34.900002,34.990002,34.599998,34.720001,34.499866,50368500
2020-01-17,34.919998,34.950001,34.599998,34.709999,34.489929,54156100
2020-01-21,34.419998,34.520000,34.220001,34.259998,34.042782,50811000
2020-01-22,34.369999,34.450001,34.230000,34.360001,34.142151,38879700
2020-01-23,34.090000,34.259998,33.730000,34.119999,33.903667,45717100
2020-01-24,34.119999,34.139999,33.270000,33.540001,33.327347,47797200
2020-01-27,32.570000,33.130001,32.470001,32.849998,32.641720,57096200
2020-01-28,33.020000,33.490002,32.950001,33.240002,33.029251,38834600
2020-01-29,33.330002,33.439999,32.980000,33.009998,32.800705,37414700
2020-01-30,32.700001,33.520000,32.669998,33.480000,33.267727,50542800
2020-01-31,33.070000,33.169998,32.650002,32.830002,32.621849,54845300
2020-02-03,33.000000,33.400002,32.919998,32.970001,32.760963,48508200
2020-02-04,33.560001,33.900002,33.529999,33.619999,33.406837,45061600
2020-02-05,34.099998,34.810001,34.070000,34.709999,34.489929,54604800
2020-02-06,34.939999,35.009998,34.599998,34.669998,34.450180,39511500
2020-02-07,34.320000,34.660000,34.240002,34.610001,34.390564,31263000
2020-02-10,34.439999,34.689999,34.380001,34.689999,34.470055,24373800
2020-02-11,34.849998,35.040001,34.759998,34.770000,34.549549,32476300
2020-02-12,35.080002,35.450001,34.779999,34.919998,34.698597,36656700
